Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2000-01-03 00:00:00+05:30,3.632586114638325,3.689567804336548,3.632586114638325,3.689567804336548,82500,0.0,0.0,AXISBANK
2000-01-04 00:00:00+05:30,3.8462671332465876,3.9246171130090235,3.6183400737729574,3.832021713256836,494000,0.0,0.0,AXISBANK
2000-01-05 00:00:00+05:30,3.568481223217095,3.8605124987003947,3.5613583435040397,3.7323033809661865,383000,0.0,0.0,AXISBANK
2000-01-06 00:00:00+05:30,3.775039689542926,3.775039689542926,3.561358069516884,3.6397080421447754,164500,0.0,0.0,AXISBANK
2000-01-07 00:00:00+05:30,3.561358785709681,3.7180584228403455,3.41890457013635,3.4616408348083496,149000,0.0,0.0,AXISBANK
2000-01-10 00:00:00+05:30,3.668200125281242,3.7323043613493296,3.5613592789841793,3.5684821605682373,214000,0.0,0.0,AXISBANK
2000-01-11 00:00:00+05:30,3.561358070228092,3.63258516370514,3.29069477537774,3.3904130458831787,174000,0.0,0.0,AXISBANK
2000-01-12 00:00:00+05:30,3.3761673781911945,3.490131070451661,3.361921959113334,3.404658555984497,85000,0.0,0.0,AXISBANK
2000-01-13 00:00:00+05:30,3.4189047701366064,3.49013188208994,3.3476773185456126,3.3619227409362793,75500,0.0,0.0,AXISBANK
2000-01-14 00:00:00+05:30,3.297817628835795,3.3619218426466215,3.276449331140473,3.3334310054779053,83000,0.0,0.0,AXISBANK
2000-01-17 00:00:00+05:30,3.5613582701217243,3.596971988677978,3.5613582701217243,3.5969719886779785,258500,0.0,0.0,AXISBANK
2000-01-18 00:00:00+05:30,3.775040811579746,3.775040811579746,3.525745400906657,3.5827274322509766,249500,0.0,0.0,AXISBANK
2000-01-19 00:00:00+05:30,3.7038128691774506,3.7038128691774506,3.5613586586850983,3.6325857639312744,126000,0.0,0.0,AXISBANK
2000-01-20 00:00:00+05:30,3.632585893496347,3.6895675797256793,3.41890457013635,3.4616408348083496,197000,0.0,0.0,AXISBANK
2000-01-21 00:00:00+05:30,3.418904162993777,3.561358361602851,3.418904162993777,3.5471129417419434,270500,0.0,0.0,AXISBANK
2000-01-24 00:00:00+05:30,3.632585252337704,3.8177760395341265,3.547112738079777,3.5898489952087402,381000,0.0,0.0,AXISBANK
2000-01-25 00:00:00+05:30,3.54711285113766,3.6325853681198708,3.51862201214359,3.532867431640625,305500,0.0,0.0,AXISBANK
2000-01-26 00:00:00+05:30,3.532867431640625,3.532867431640625,3.532867431640625,3.532867431640625,0,0.0,0.0,AXISBANK
2000-01-27 00:00:00+05:30,3.490131044872709,3.8106531415942766,3.490131044872709,3.789285182952881,391000,0.0,0.0,AXISBANK
2000-01-28 00:00:00+05:30,3.9246177545630303,4.08843994140625,3.8462677619927863,4.08843994140625,338000,0.0,0.0,AXISBANK
2000-01-31 00:00:00+05:30,4.401838416972594,4.408961296081543,4.401838416972594,4.408961296081543,372500,0.0,0.0,AXISBANK
2000-02-01 00:00:00+05:30,4.6867470559926145,4.757974147796631,4.6867470559926145,4.757974147796631,72000,0.0,0.0,AXISBANK
2000-02-02 00:00:00+05:30,5.13547945022583,5.13547945022583,5.13547945022583,5.13547945022583,26500,0.0,0.0,AXISBANK
