Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2000-01-03 00:00:00+05:30,31.04940978028209,32.52403248768423,31.04940978028209,32.44917678833008,3528277,0.0,0.0,TATAMOTORS
2000-01-04 00:00:00+05:30,32.48659625523134,32.78601301506384,30.839810036474294,31.16916847229004,3544397,0.0,0.0,TATAMOTORS
2000-01-05 00:00:00+05:30,29.043319118180275,32.60636709105427,29.043319118180275,31.92519760131836,5849540,0.0,0.0,TATAMOTORS
2000-01-06 00:00:00+05:30,32.18718251904489,34.41783013894068,32.18718251904489,33.2501106262207,10274966,0.0,0.0,TATAMOTORS
2000-01-07 00:00:00+05:30,33.53455980847263,35.914913177490234,33.399820744830556,35.914913177490234,11477451,0.0,0.0,TATAMOTORS
2000-01-10 00:00:00+05:30,38.774324713806244,38.78929704201089,37.127538480465525,38.751869201660156,8978430,0.0,0.0,TATAMOTORS
2000-01-11 00:00:00+05:30,38.92404122145028,38.92404122145028,35.652923583984375,35.652923583984375,6303356,0.0,0.0,TATAMOTORS
2000-01-12 00:00:00+05:30,35.929890799671526,36.828138442183565,34.28310395175979,35.967315673828125,4897855,0.0,0.0,TATAMOTORS
2000-01-13 00:00:00+05:30,36.379001429048046,36.678418206961254,34.67233175526479,35.24870681762695,2952315,0.0,0.0,TATAMOTORS
2000-01-14 00:00:00+05:30,35.173855758061464,36.37900313023656,34.88192513098481,35.78765869140625,5347397,0.0,0.0,TATAMOTORS
2000-01-17 00:00:00+05:30,36.37152924034343,38.63960233318292,36.37152924034343,37.52427673339844,7738816,0.0,0.0,TATAMOTORS
2000-01-18 00:00:00+05:30,37.57667347929002,37.80123461996749,36.685912102484195,37.12754821777344,4134762,0.0,0.0,TATAMOTORS
2000-01-19 00:00:00+05:30,37.57666766996212,38.60965114150923,36.319120112293355,37.50181198120117,6371852,0.0,0.0,TATAMOTORS
2000-01-20 00:00:00+05:30,37.42695925823041,37.42695925823041,34.97175048294109,35.286136627197266,2911586,0.0,0.0,TATAMOTORS
2000-01-21 00:00:00+05:30,34.447778867959556,35.00169854897161,33.75912309487063,34.76216506958008,3633756,0.0,0.0,TATAMOTORS
2000-01-24 00:00:00+05:30,34.432801511518534,35.316079597819765,31.98507881164551,31.985078811645508,5871546,0.0,0.0,TATAMOTORS
2000-01-25 00:00:00+05:30,29.99396660627662,30.67513914158771,29.43256378173828,29.43256378173828,3684802,0.0,0.0,TATAMOTORS
2000-01-26 00:00:00+05:30,29.43256378173828,29.43256378173828,29.43256378173828,29.43256378173828,0,0.0,0.0,TATAMOTORS
2000-01-27 00:00:00+05:30,28.444487607679815,28.89361279020845,27.08214569091797,27.08214569091797,9020093,0.0,0.0,TATAMOTORS
2000-01-28 00:00:00+05:30,25.600042737087065,27.24682928626585,25.20331470566676,26.22881507873535,13942903,0.0,0.0,TATAMOTORS
2000-01-31 00:00:00+05:30,25.62249703361964,28.249869817707268,25.457819280590716,26.90250015258789,14875954,0.0,0.0,TATAMOTORS
2000-02-01 00:00:00+05:30,26.932439643870605,27.680978699824795,25.76472002785308,26.243783950805664,6294485,0.0,0.0,TATAMOTORS
2000-02-02 00:00:00+05:30,27.546244610470332,27.980397532654568,26.700397263926426,26.962383270263672,4676810,0.0,0.0,TATAMOTORS
2000-02-03 00:00:00+05:30,26.94740897507933,27.20939791351669,26.460858940884542,26.550683975219727,2037576,0.0,0.0,TATAMOTORS
2000-02-04 00:00:00+05:30,26.79770261105718,26.939924847802967,25.86951349956174,26.79021644592285,4201025,0.0,0.0,TATAMOTORS
2000-02-07 00:00:00+05:30,26.662965537888205,27.32167950125575,26.251268193223048,26.618051528930664,2468149,0.0,0.0,TATAMOTORS
2000-02-08 00:00:00+05:30,26.797699933585744,27.680974946184765,26.42343045636094,27.037233352661133,3504831,0.0,0.0,TATAMOTORS
2000-02-09 00:00:00+05:30,27.845662855776695,28.743910429209716,27.24683213354193,27.49384880065918,4440835,0.0,0.0,TATAMOTORS
2000-02-10 00:00:00+05:30,27.68098005968695,27.68098005968695,26.947413298498393,27.112091064453125,1445348,0.0,0.0,TATAMOTORS
2000-02-11 00:00:00+05:30,27.53127808883798,27.666014188827614,25.008699181294965,25.41291046142578,4107804,0.0,0.0,TATAMOTORS
2000-02-14 00:00:00+05:30,25.45033418329199,25.45033418329199,23.38436558799723,23.623897552490234,3657229,0.0,0.0,TATAMOTORS
2000-02-15 00:00:00+05:30,23.66132860807646,25.300629204726928,23.35442707283108,24.821563720703125,5135881,0.0,0.0,TATAMOTORS
2000-02-16 00:00:00+05:30,25.71980272218941,25.71980272218941,24.574538768865843,24.67933464050293,1652627,0.0,0.0,TATAMOTORS
2000-02-17 00:00:00+05:30,24.701791161974146,25.749748431041144,24.4922009002252,24.903898239135742,1841955,0.0,0.0,TATAMOTORS
2000-02-18 00:00:00+05:30,24.85150326514033,25.001213171728523,22.91278746681371,23.084951400756836,2747217,0.0,0.0,TATAMOTORS
2000-02-21 00:00:00+05:30,22.456175799743576,24.933841705322266,22.456175799743576,24.933841705322266,3511793,0.0,0.0,TATAMOTORS
2000-02-22 00:00:00+05:30,26.034200846923607,26.932445526123047,25.495250463209498,26.932445526123047,3318248,0.0,0.0,TATAMOTORS
2000-02-23 00:00:00+05:30,28.42952309794907,29.04332314831808,24.888931638645495,25.158405303955078,6547748,0.0,0.0,TATAMOTORS
2000-02-24 00:00:00+05:30,25.58507259820761,26.183903309174354,24.844019630638282,25.487764358520508,2448914,0.0,0.0,TATAMOTORS
2000-02-25 00:00:00+05:30,26.116536076915587,27.531275420243368,24.933844037843325,27.381567001342773,4658556,0.0,0.0,TATAMOTORS
2000-02-28 00:00:00+05:30,27.546252397978787,27.546252397978787,26.064146090959476,27.104616165161133,3399023,0.0,0.0,TATAMOTORS
2000-02-29 00:00:00+05:30,26.95490158519835,27.45642108829358,24.941329956054688,24.941329956054688,4357555,0.0,0.0,TATAMOTORS
2000-03-01 00:00:00+05:30,25.00121610867086,25.749755298978712,23.055012425773292,23.59395980834961,7644786,0.0,0.0,TATAMOTORS
2000-03-02 00:00:00+05:30,24.402377074349594,24.514659120583236,21.819916832427282,21.977109909057617,6852856,0.0,0.0,TATAMOTORS
